Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
United States,4,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB",2,DBA (General),1,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,87000.0,76108.97
South Africa,8,"Oracle, PostgreSQL, DB2, Microsoft Access",5,Other,0,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,63335.100000000006
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Informix",11,Manager,0,Full time employee,Local government,2018,Microsoft SQL Server,Yes,0,Male,96000.0,137961.73
Sweden,26,"Microsoft SQL Server, DB2, Microsoft Access, Azure SQL DB",30,Developer: T-SQL,4,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,83000.0,80809.72
United States,17,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access",1,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,119632.99999999999
United Kingdom,6,"PostgreSQL, Microsoft Access",6,DBA (General),1,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,41404.0,51983.63199999999
Austria,8,Oracle,8,Developer: T-SQL,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,38000.0,65806.39
United States,17,"Microsoft SQL Server, PostgreSQL, DB2",17,DBA,0,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,160000.0,116631.99999999999
United Kingdom,2,"Microsoft SQL Server, PostgreSQL",2,Developer: T-SQL,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,34821.0,37625.310399999995
United States,20,"Microsoft SQL Server, DB2, Microsoft Access, Azure SQL DB (any flavor)",20,Engineer,6,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,118000.0,132991.75
United States,17,Microsoft SQL Server,8,Architect,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,128593.0,146881.28
United States,2,Azure SQL DB (any flavor),2,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,58000.0,76305.10000000002
United States,8,Oracle,3,DBA (General),1,Full time employee,State/province government,2019,Microsoft SQL Server,No,2,Male,75000.0,72353.7
United States,18,"Microsoft SQL Server, MongoDB",24,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,124000.0,122239.38
Netherlands,6,SyBase IQ,6,DBA (General),5,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,30000.0,52272.75999999998
United States,13,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access, Azure SQL DB (any flavor)",8,Architect,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,155000.0,123227.7336
United States,15,PostgreSQL,12,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,165000.0,128587.99999999999
United States,25,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Microsoft Access, Teradata, Azure SQL DB, Amazon RDS (any flavor)",3,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,121000.0,130466.65
United States,3,MySQL/MariaDB,5,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,63344.0,79166.14
United States,5,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Microsoft Access, Azure SQL DB (any flavor), Amazon RDS (any flavor)",5,Analyst,2,Full time employee,Private business,2020,Amazon RDS (any flavor),No,2,Male,65000.0,90768.0
United States,20,"MySQL/MariaDB, Azure SQL DB (any flavor)",2,Architect,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,138000.0,130081.1636
United States,7,"Oracle, Microsoft Access, Azure SQL DB",3,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,95000.0,91788.85
United States,3,"Microsoft SQL Server, PostgreSQL",6,Data Scientist,0,Full time employee,"Education (K-12, college, university)",2021,Microsoft SQL Server,Yes,2,Male,82000.0,101566.0
United States,20,"Microsoft SQL Server, Azure SQL DB (any flavor)",20,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,117500.0,128402.58999999998
United States,18,Microsoft Access,12,Developer: T-SQL,1,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,165000.0,103850.88
Peru,8,"PostgreSQL, Azure SQL DB (any flavor), CosmosDB",8,DBA (Production Focus),0,Consulting Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,25000.0,39376.848
United States,8,"Oracle, DB2, Microsoft Access, Informix",15,Architect,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,110154.0,104495.5
United States,5,RavenDB,7,Developer: App Code,2,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,65000.0,93364.0
United States,15,"Microsoft SQL Server, PostgreSQL, Azure SQL DB (any flavor), Elasticsearch",20,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,100000.0,116755.03999999998
United States,10,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",2,Developer: T-SQL,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,115000.0,106743.51
United States,20,HANA,5,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,135000.0,114087.79999999999
United States,4,Microsoft SQL Server,3,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,93000.0,77825.17
Thailand,7,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite, Azure SQL DB",3,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,18181.0,35542.990000000005
United States,20,"DB2, Sybase",4,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,110000.0,111922.54800000001
Poland,8,"MySQL/MariaDB, Redis, SQLite",8,Developer: App Code,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,35900.0,34477.320000000014
United States,8,Microsoft Access,8,DBA (General),0,Full time employee,State/province government,2019,Microsoft SQL Server,No,1,Female,74000.0,87933.6
Norway,10,"Microsoft SQL Server, Oracle, Teradata, Azure SQL DB",20,DBA (General),4,Consulting Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,120000.0,93377.45
United States,4,Oracle,4,DBA,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,96000.0,78398.5
United States,18,"PostgreSQL, Azure SQL DB (any flavor)",5,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,115000.0,133124.93
United States,13,Microsoft SQL Server,12,DBA (Production Focus),6,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,127000.0,109535.63000000002
United States,1,"Microsoft SQL Server, Oracle",5,Analyst,4,Full time employee,Non-profit,2021,Microsoft SQL Server,No,2,Female,63300.0,85407.1
United States,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL",7,DBA (General),2,Full time employee,State/province government,2021,Microsoft SQL Server,Yes,1,Male,69000.0,107445.28
Spain,7,Oracle,13,DBA (General),6,Consulting Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,35000.0,47502.229999999996
United States,11,"Microsoft Access, PICK",2,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,66500.0,88567.0
United States,2,"Microsoft SQL Server, MySQL/MariaDB, Amazon RDS (any flavor)",5,Developer: App Code,1,Full time employee,Private business,2020,MongoDB,No,1,Male,106000.0,99801.9
Croatia,5,"Microsoft SQL Server, PostgreSQL, Azure SQL DB (any flavor), CosmosDB",5,Developer: T-SQL,2,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,26000.0,54958.229999999996
Australia,14,"MySQL/MariaDB, Microsoft Access, SQLite, SAP",17,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,86697.8592
United States,10,PostgreSQL,3,DBA (Production Focus),1,Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,129000.0,129085.99999999999
United States,25,"Microsoft Access, SAP HANA",25,DBA (Production Focus),0,Full time employee,"Education (K-12, college, university)",2020,Microsoft SQL Server,No,0,Male,60000.0,95549.12
United States,6,"Redis, SQLite, Azure SQL DB",6,DBA (General),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,60000.0,98484.45
United States,18,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access, Amazon RDS (any flavor)",11,DBA (Production Focus),0,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Male,129000.0,112143.52000000002
Sweden,6,Microsoft SQL Server,6,DBA,3,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,56173.0,57134.15000000001
United States,2,"Microsoft SQL Server, Microsoft Access",2,Analyst,0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,40000.0,74646.0
United States,20,MySQL/MariaDB,20,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,67000.0,115460.0
Serbia and Montenegro,12,"Microsoft SQL Server, MySQL/MariaDB, SAP",14,DBA (General),5,Full time employee,Private business,2019,Oracle,No,2,Male,33172.0,40676.249999999985
India,10,"Microsoft SQL Server, MongoDB",3,DBA,0,Full time employee,Private business,2017,Oracle,Yes,0,Not Asked,39000.0,22429.97999999998
India,12,Microsoft SQL Server,12,DBA (Production Focus),6,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,60000.0,30486.899999999972
United States,4,"Microsoft SQL Server, Microsoft Access",4,Analyst,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,46000.0,78754.48
United States,15,Microsoft Access,3,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,105000.0,106057.44
Romania,12,Azure SQL DB,12,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,30000.0,47310.270000000004
Germany,10,"Microsoft SQL Server, Oracle",10,Developer: T-SQL,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,75000.0,77326.31999999999
United States,13,"Oracle, DB2, Microsoft Access",1,DBA,0,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,77250.0,92594.53
United States,17,"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor), GraphDB, Cosmos",3,DBA (Development Focus),1,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,140000.0,130932.33719999997
United States,10,"Oracle, DB2",2,DBA,6,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,108000.0,118051.00000000001
United Kingdom,15,Azure SQL DB,4,DBA,0,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,122000.0,112368.0
United States,20,Microsoft Access,3,Developer: T-SQL,0,Full time employee,Non-profit,2021,Microsoft SQL Server,No,0,Male,165000.0,102733.87999999999
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL",20,Developer: App Code,0,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Male,83000.0,97097.15
Austria,10,MongoDB,3,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,68000.0,60081.5
United States,17,"Microsoft Access, Amazon RDS (any flavor)",1,Developer: T-SQL,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,103000.0,110129.31999999999
United States,15,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, Amazon RDS (any flavor)",5,Other,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,155000.0,143727.71000000002
Canada,7,"Microsoft SQL Server, Azure SQL DB",7,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,64000.0,67415.0772
Romania,8,"MySQL/MariaDB, MongoDB, SQLite",8,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,15348.0,48026.69400000001
Canada,22,"Microsoft SQL Server, Oracle, MongoDB, Azure SQL DB",15,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,100000.0,85930.074
United States,10,"Microsoft SQL Server, MySQL/MariaDB, SQLite, Amazon RDS (any flavor)",5,Developer: App Code,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,90000.0,111600.29999999999
Israel,6,"Oracle, Azure SQL DB",4,DBA (General),4,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,85000.0,79460.7568
United States,21,"Oracle, MySQL/MariaDB, Microsoft Access",1,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,130000.0,113537.0
United States,8,"Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",5,Developer: BI,1,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,170000.0,114903.35999999999
United States,25,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access, SAP, Azure SQL DB, Amazon RDS (any flavor)",5,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,116000.0,134266.9
Uruguay,15,Azure SQL DB (any flavor),5,DBA (Development Focus),0,Independent consultant,Private business,2020,Microsoft SQL Server,No,1,Male,120000.0,140815.3
United States,6,PostgreSQL,3,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,143000.0,126235.91000000002
New Zealand,10,"Microsoft Access, SQLite, Azure SQL DB",6,DBA (General),1,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Male,55500.0,64735.79999999999
Romania,10,Azure SQL DB,10,Developer: App Code,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,32000.0,42995.07999999998
United States,6,Microsoft Access,6,Developer: T-SQL,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Female,85000.0,89837.44
United States,3,"Oracle, MySQL/MariaDB, PostgreSQL, Azure SQL DB",3,Analyst,2,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,65000.0,74402.4
United States,10,"MySQL/MariaDB, Azure SQL DB (any flavor)",15,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,145000.0,99034.98
United States,16,"PostgreSQL, Azure SQL DB, Amazon RDS (any flavor)",7,Manager,3,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,126000.0,132128.0
United States,10,"Oracle, DB2, Teradata, SAP HANA",5,Manager,5,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,109000.0,119704.3
Sweden,10,Microsoft SQL Server,10,DBA (Production Focus),6,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,60000.0,78327.53
United States,8,CosmosDB,10,DBA (General),2,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,108000.0,106108.95999999999
Netherlands,5,MySQL/MariaDB,5,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,47000.0,56518.97
Australia,5,"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Azure SQL DB, Amazon RDS (any flavor)",1,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,79000.0,77714.99999999999
United States,12,"Microsoft SQL Server, Oracle, DB2, Elasticsearch, Azure SQL DB",12,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,155000.0,109480.0
United Kingdom,17,"MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite",1,Architect,5,Full time employee,Federal government,2018,Microsoft SQL Server,No,0,Male,53459.99999999999,80808.44
Israel,10,"Microsoft SQL Server, PostgreSQL, Azure SQL DB (any flavor)",1,Engineer,2,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,130000.0,122159.99999999997
Canada,5,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",5,Architect,0,Full time employee,Non-profit,2019,Microsoft SQL Server,Yes,2,Male,103000.0,62758.84999999999
United States,4,Teradata,4,Analyst,6,Full time employee,Private business,2020,Other,No,1,Male,88000.0,117754.59999999999
United States,11,"Oracle, Azure SQL DB",10,DBA,0,Full time employee,Federal government,2017,Microsoft SQL Server,Yes,0,Not Asked,115000.0,109486.89000000001
United States,16,"Oracle, DB2, Microsoft Access",3,Developer: BI,0,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,96000.0,97710.81999999999
United States,10,Microsoft SQL Server,2,Developer: App Code,4,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,72000.0,104721.14
United States,18,Azure SQL DB (any flavor),12,Engineer,2,Full time employee,"Education (K-12, college, university)",2020,Microsoft SQL Server,No,2,Male,95000.0,125312.99000000002
