Country,YearsWithThisDatabase,OtherDatabases,YearsWithThisTypeOfJob,JobTitle,OtherPeopleOnYourTeam,EmploymentStatus,EmploymentSector,Survey Year,PrimaryDatabase,ManageStaff,HowManyCompanies,Gender,Actual Salary,Predicted Salary
United Kingdom,18,"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, SAP",15,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,66000.0,79950.5
United States,15,"Oracle, MongoDB",4,DBA (Production Focus),3,Full time employee,"Education (K-12, college, university)",2018,Microsoft SQL Server,No,0,Male,125000.0,84762.17
United Kingdom,10,MySQL/MariaDB,12,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,72000.0,69790.125
Italy,10,"Oracle, PostgreSQL, SAP",10,Engineer,6,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,54999.99999999999,41465.918
Canada,5,"MySQL/MariaDB, PostgreSQL, SQLite, Amazon RDS (any flavor)",6,Developer: App Code,3,Full time employee,Private business,2020,MySQL/MariaDB,No,0,Male,53579.99999999999,70970.09
United States,4,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access",4,DBA (General),0,Full time employee,State/province government,2019,Microsoft SQL Server,No,1,Male,65000.0,79533.484
United States,5,"Microsoft SQL Server, Oracle, Microsoft Access, SAP HANA, Amazon RDS (any flavor)",3,Analyst,3,Full time employee,Private business,2020,PostgreSQL,No,1,Male,87600.0,102617.11
United States,4,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB",2,DBA (General),1,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,87000.0,74479.77
South Africa,8,"Oracle, PostgreSQL, DB2, Microsoft Access",5,Other,0,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,100000.0,41799.07
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, Informix",11,Manager,0,Full time employee,Local government,2018,Microsoft SQL Server,Yes,0,Male,96000.0,122007.055
Sweden,26,"Microsoft SQL Server, DB2, Microsoft Access, Azure SQL DB",30,Developer: T-SQL,4,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,83000.0,81252.84
United States,17,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access",1,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,90000.0,114709.5
United Kingdom,6,"PostgreSQL, Microsoft Access",6,DBA (General),1,Full time employee,Non-profit,2018,Microsoft SQL Server,No,0,Male,41404.0,52522.01
Austria,8,Oracle,8,Developer: T-SQL,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,38000.0,57847.04
United States,17,"Microsoft SQL Server, PostgreSQL, DB2",17,DBA,0,Consulting Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,160000.0,114699.59
United Kingdom,2,"Microsoft SQL Server, PostgreSQL",2,Developer: T-SQL,1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,34821.0,38372.86
United States,20,"Microsoft SQL Server, DB2, Microsoft Access, Azure SQL DB (any flavor)",20,Engineer,6,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,118000.0,131042.25
United States,17,Microsoft SQL Server,8,Architect,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,128593.0,137597.0
United States,2,Azure SQL DB (any flavor),2,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,58000.0,71220.27
United States,8,Oracle,3,DBA (General),1,Full time employee,State/province government,2019,Microsoft SQL Server,No,2,Male,75000.0,79051.66
United States,18,"Microsoft SQL Server, MongoDB",24,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,124000.0,122288.016
Netherlands,6,SyBase IQ,6,DBA (General),5,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,30000.0,66255.31
United States,13,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access, Azure SQL DB (any flavor)",8,Architect,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,2,Male,155000.0,136996.0
United States,15,PostgreSQL,12,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,165000.0,122714.914
United States,25,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Microsoft Access, Teradata, Azure SQL DB, Amazon RDS (any flavor)",3,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,121000.0,114929.55
United States,3,MySQL/MariaDB,5,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,63344.0,81715.055
United States,5,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Microsoft Access, Azure SQL DB (any flavor), Amazon RDS (any flavor)",5,Analyst,2,Full time employee,Private business,2020,Amazon RDS (any flavor),No,2,Male,65000.0,96715.24
United States,20,"MySQL/MariaDB, Azure SQL DB (any flavor)",2,Architect,0,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,138000.0,133913.66
United States,7,"Oracle, Microsoft Access, Azure SQL DB",3,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,95000.0,93352.39
United States,3,"Microsoft SQL Server, PostgreSQL",6,Data Scientist,0,Full time employee,"Education (K-12, college, university)",2021,Microsoft SQL Server,Yes,2,Male,82000.0,111828.78
United States,20,"Microsoft SQL Server, Azure SQL DB (any flavor)",20,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,6,Male,117500.0,139670.22
United States,18,Microsoft Access,12,Developer: T-SQL,1,Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,165000.0,107507.11
Peru,8,"PostgreSQL, Azure SQL DB (any flavor), CosmosDB",8,DBA (Production Focus),0,Consulting Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,25000.0,43117.29
United States,8,"Oracle, DB2, Microsoft Access, Informix",15,Architect,1,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,110154.0,119580.95
United States,5,RavenDB,7,Developer: App Code,2,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,65000.0,86869.55
United States,15,"Microsoft SQL Server, PostgreSQL, Azure SQL DB (any flavor), Elasticsearch",20,DBA (General),0,Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,100000.0,115174.55
United States,10,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",2,Developer: T-SQL,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,115000.0,108036.92
United States,20,HANA,5,Manager,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,135000.0,136361.48
United States,4,Microsoft SQL Server,3,Developer: BI,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,93000.0,73964.59
Thailand,7,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite, Azure SQL DB",3,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,18181.0,28080.047
United States,20,"DB2, Sybase",4,DBA (General),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,110000.0,117405.336
Poland,8,"MySQL/MariaDB, Redis, SQLite",8,Developer: App Code,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,35900.0,31402.344
United States,8,Microsoft Access,8,DBA (General),0,Full time employee,State/province government,2019,Microsoft SQL Server,No,1,Female,74000.0,79783.31
Norway,10,"Microsoft SQL Server, Oracle, Teradata, Azure SQL DB",20,DBA (General),4,Consulting Full time employee,Private business,2019,Microsoft SQL Server,No,0,Male,120000.0,84460.37
United States,4,Oracle,4,DBA,3,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,96000.0,80675.125
United States,18,"PostgreSQL, Azure SQL DB (any flavor)",5,Architect,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,115000.0,150441.88
United States,13,Microsoft SQL Server,12,DBA (Production Focus),6,Full time employee,Private business,2020,Microsoft SQL Server,No,2,Male,127000.0,117257.27
United States,1,"Microsoft SQL Server, Oracle",5,Analyst,4,Full time employee,Non-profit,2021,Microsoft SQL Server,No,2,Female,63300.0,88905.93
United States,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL",7,DBA (General),2,Full time employee,State/province government,2021,Microsoft SQL Server,Yes,1,Male,69000.0,102657.4
Spain,7,Oracle,13,DBA (General),6,Consulting Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,35000.0,45579.332
United States,11,"Microsoft Access, PICK",2,DBA,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,66500.0,97467.77
United States,2,"Microsoft SQL Server, MySQL/MariaDB, Amazon RDS (any flavor)",5,Developer: App Code,1,Full time employee,Private business,2020,MongoDB,No,1,Male,106000.0,112965.18
Croatia,5,"Microsoft SQL Server, PostgreSQL, Azure SQL DB (any flavor), CosmosDB",5,Developer: T-SQL,2,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Male,26000.0,40171.582
Australia,14,"MySQL/MariaDB, Microsoft Access, SQLite, SAP",17,Developer: App Code,0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,100000.0,92562.32
United States,10,PostgreSQL,3,DBA (Production Focus),1,Full time employee,Private business,2020,Microsoft SQL Server,Yes,2,Male,129000.0,121790.58
United States,25,"Microsoft Access, SAP HANA",25,DBA (Production Focus),0,Full time employee,"Education (K-12, college, university)",2020,Microsoft SQL Server,No,0,Male,60000.0,88581.37
United States,6,"Redis, SQLite, Azure SQL DB",6,DBA (General),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,60000.0,95657.65
United States,18,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access, Amazon RDS (any flavor)",11,DBA (Production Focus),0,Full time employee,Private business,2019,Microsoft SQL Server,No,1,Male,129000.0,118220.9
Sweden,6,Microsoft SQL Server,6,DBA,3,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,56173.0,52205.176
United States,2,"Microsoft SQL Server, Microsoft Access",2,Analyst,0,Full time employee,Private business,2019,Microsoft SQL Server,Yes,1,Male,40000.0,69458.68
United States,20,MySQL/MariaDB,20,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,67000.0,124452.625
Serbia and Montenegro,12,"Microsoft SQL Server, MySQL/MariaDB, SAP",14,DBA (General),5,Full time employee,Private business,2019,Oracle,No,2,Male,33172.0,42400.832
India,10,"Microsoft SQL Server, MongoDB",3,DBA,0,Full time employee,Private business,2017,Oracle,Yes,0,Not Asked,39000.0,28692.156
India,12,Microsoft SQL Server,12,DBA (Production Focus),6,Full time employee,State/province government,2018,Microsoft SQL Server,No,0,Male,60000.0,33693.633
United States,4,"Microsoft SQL Server, Microsoft Access",4,Analyst,0,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,46000.0,74021.99
United States,15,Microsoft Access,3,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,105000.0,104898.85
Romania,12,Azure SQL DB,12,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,30000.0,48318.133
Germany,10,"Microsoft SQL Server, Oracle",10,Developer: T-SQL,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,75000.0,65803.51
United States,13,"Oracle, DB2, Microsoft Access",1,DBA,0,Full time employee,Local government,2017,Microsoft SQL Server,No,0,Not Asked,77250.0,87072.77
United States,17,"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor), GraphDB, Cosmos",3,DBA (Development Focus),1,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,140000.0,126866.516
United States,10,"Oracle, DB2",2,DBA,6,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,108000.0,106527.1
United Kingdom,15,Azure SQL DB,4,DBA,0,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,122000.0,125407.54
United States,20,Microsoft Access,3,Developer: T-SQL,0,Full time employee,Non-profit,2021,Microsoft SQL Server,No,0,Male,165000.0,104507.27
United States,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL",20,Developer: App Code,0,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Male,83000.0,92970.35
Austria,10,MongoDB,3,DBA (Production Focus),2,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,68000.0,63437.945
United States,17,"Microsoft Access, Amazon RDS (any flavor)",1,Developer: T-SQL,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,103000.0,101209.805
United States,15,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, Amazon RDS (any flavor)",5,Other,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,0,Male,155000.0,142067.73
Canada,7,"Microsoft SQL Server, Azure SQL DB",7,DBA (General),0,Full time employee,Private business,2019,Microsoft SQL Server,No,2,Male,64000.0,64129.36
Romania,8,"MySQL/MariaDB, MongoDB, SQLite",8,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,15348.0,41205.902
Canada,22,"Microsoft SQL Server, Oracle, MongoDB, Azure SQL DB",15,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,Yes,0,Not Asked,100000.0,90880.77
United States,10,"Microsoft SQL Server, MySQL/MariaDB, SQLite, Amazon RDS (any flavor)",5,Developer: App Code,1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,90000.0,104409.234
Israel,6,"Oracle, Azure SQL DB",4,DBA (General),4,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Female,85000.0,67009.3
United States,21,"Oracle, MySQL/MariaDB, Microsoft Access",1,DBA (Production Focus),0,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,130000.0,106074.45
United States,8,"Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",5,Developer: BI,1,Independent consultant,Private business,2017,Microsoft SQL Server,No,0,Not Asked,170000.0,115157.79
United States,25,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access, SAP, Azure SQL DB, Amazon RDS (any flavor)",5,DBA (Production Focus),1,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,116000.0,136751.94
Uruguay,15,Azure SQL DB (any flavor),5,DBA (Development Focus),0,Independent consultant,Private business,2020,Microsoft SQL Server,No,1,Male,120000.0,43737.027
United States,6,PostgreSQL,3,Architect,0,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,143000.0,116497.31
New Zealand,10,"Microsoft Access, SQLite, Azure SQL DB",6,DBA (General),1,Full time employee,Local government,2018,Microsoft SQL Server,No,0,Male,55500.0,68656.445
Romania,10,Azure SQL DB,10,Developer: App Code,6,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,32000.0,49047.43
United States,6,Microsoft Access,6,Developer: T-SQL,0,Full time employee,Private business,2020,Microsoft SQL Server,Yes,1,Female,85000.0,90043.914
United States,3,"Oracle, MySQL/MariaDB, PostgreSQL, Azure SQL DB",3,Analyst,2,Consulting Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,65000.0,79966.5
United States,10,"MySQL/MariaDB, Azure SQL DB (any flavor)",15,DBA (General),0,Full time employee,Private business,2021,Microsoft SQL Server,No,2,Male,145000.0,105627.99
United States,16,"PostgreSQL, Azure SQL DB, Amazon RDS (any flavor)",7,Manager,3,Full time employee,Private business,2018,Microsoft SQL Server,Yes,0,Male,126000.0,152162.55
United States,10,"Oracle, DB2, Teradata, SAP HANA",5,Manager,5,Full time employee,Private business,2021,Microsoft SQL Server,Yes,1,Male,109000.0,122199.82
Sweden,10,Microsoft SQL Server,10,DBA (Production Focus),6,Consulting Full time employee,Private business,2020,Microsoft SQL Server,No,0,Male,60000.0,78724.66
United States,8,CosmosDB,10,DBA (General),2,Full time employee,Private business,2021,Microsoft SQL Server,No,1,Male,108000.0,106878.29
Netherlands,5,MySQL/MariaDB,5,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,47000.0,46601.547
Australia,5,"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Azure SQL DB, Amazon RDS (any flavor)",1,DBA,2,Full time employee,Private business,2017,Microsoft SQL Server,No,0,Not Asked,79000.0,77177.48
United States,12,"Microsoft SQL Server, Oracle, DB2, Elasticsearch, Azure SQL DB",12,DBA (General),1,Full time employee,Private business,2018,Microsoft SQL Server,No,0,Male,155000.0,108566.836
United Kingdom,17,"MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite",1,Architect,5,Full time employee,Federal government,2018,Microsoft SQL Server,No,0,Male,53459.99999999999,86716.03
Israel,10,"Microsoft SQL Server, PostgreSQL, Azure SQL DB (any flavor)",1,Engineer,2,Full time employee,Private business,2021,Microsoft SQL Server,No,0,Male,130000.0,118042.875
